longitude,latitude,LAC,CI
121.321895,31.187843,107797,3
121.321895,31.187843,107797,2
121.321895,31.187843,107797,1
121.512601,31.239761,114810,36
121.366102,31.155093,112408,1
121.366102,31.155093,112408,2
,,107002,43
121.064681,30.913801,30992,13
121.064681,30.913801,30992,12
121.064681,30.913801,30992,11
121.512601,31.239761,114810,33
121.328871,31.826981,118694,11
121.328871,31.826981,118694,13
121.328871,31.826981,118694,12
121.045881,30.916731,30995,140
121.045881,30.916731,30995,141
121.045881,30.916731,30995,139
121.512601,31.239761,114810,35
121.431016,30.892545,113991,11
121.431016,30.892545,113991,12
121.431016,30.892545,113991,13
121.512601,31.239761,114810,34
121.413887,31.200176,111883,11
121.413887,31.200176,111883,12
121.392805,31.268684,103847,11
121.392805,31.268684,103847,12
121.392805,31.268684,103847,13
121.429391,31.146781,113124,33
121.336561,30.746311,102126,33
121.314841,31.289581,109782,34
121.314841,31.289581,109782,33
121.601681,31.131381,111313,34
121.601681,31.131381,111313,35
121.601681,31.131381,111313,33
121.330831,31.242751,110394,33
121.587191,31.030191,111299,33
121.43131,31.32464,113644,33
121.366653,31.003166,104479,11
121.366653,31.003166,104479,12
121.366653,31.003166,104479,13
121.452211,31.220121,99398,4
121.452211,31.220121,99398,1
121.282431,30.847088,114253,11
121.282431,30.847088,114253,12
121.282431,30.847088,114253,13
121.375918,31.164877,100381,2
121.375918,31.164877,100381,3
121.375918,31.164877,100381,1
,,111386,3
,,111386,2
,,111386,1
,,111386,6
,,111386,5
,,111386,4
121.380221,31.186711,116642,33
121.349641,31.280511,111745,11
121.290474,31.363482,105547,11
121.290474,31.363482,105547,12
121.290474,31.363482,105547,13
121.441158,31.353003,101193,2
121.441158,31.353003,101193,3
121.441158,31.353003,101193,1
121.441158,31.353003,101193,6
121.441158,31.353003,101193,4
121.441158,31.353003,101193,5
121.794801,31.469361,106477,34
121.794801,31.469361,106477,33
121.488591,30.837851,101853,1
121.488591,30.837851,101853,2
121.488591,30.837851,101853,3
121.488591,30.837851,101853,4
121.488591,30.837851,101853,5
121.488591,30.837851,101853,6
121.475611,31.293371,112297,33
121.528291,31.254831,104421,33
121.718231,31.526011,102388,33
121.395821,31.291181,109563,33
121.364431,31.075481,116678,33
121.403138,31.289593,113413,13
121.403138,31.289593,113413,12
121.403138,31.289593,113413,11
121.392901,31.352101,105231,1
121.392901,31.352101,105231,2
121.392901,31.352101,105231,3
121.392901,31.352101,105231,4
121.392901,31.352101,105231,5
121.392901,31.352101,105231,6
121.375471,31.356411,109505,12
121.375471,31.356411,109505,13
121.375471,31.356411,109505,11
121.108361,31.092611,31055,11
121.108361,31.092611,31055,12
121.108361,31.092611,31055,13
121.478231,31.090351,106272,11
121.478231,31.090351,106272,12
121.478231,31.090351,106272,13
121.396211,31.631561,118699,1
121.396211,31.631561,118699,2
121.396211,31.631561,118699,3
121.811341,31.058627,115235,13
121.811341,31.058627,115235,12
121.811341,31.058627,115235,11
121.172738,30.810217,114210,13
121.172738,30.810217,114210,12
121.172738,30.810217,114210,11
,,111519,2
,,111519,3
,,111519,1
,,111519,6
,,111519,4
,,111519,5
121.433085,31.313645,108071,11
121.433085,31.313645,108071,12
121.433085,31.313645,108071,13
121.516943,31.238581,111542,11
121.516943,31.238581,111542,13
121.516943,31.238581,111542,12
121.297932,31.054709,100830,1
121.297932,31.054709,100830,2
121.297932,31.054709,100830,3
121.429941,31.237451,107526,1
121.429941,31.237451,107526,2
121.429941,31.237451,107526,3
121.429941,31.237451,107526,4
121.429941,31.237451,107526,5
121.429941,31.237451,107526,6
121.501291,31.239051,98467,33
121.347281,31.105371,104813,11
121.347301,31.105371,104813,12
121.347281,31.105371,104813,13
121.161371,31.102061,108826,13
121.161371,31.102061,108826,12
121.161371,31.102061,108826,11
121.630825,31.307186,102516,2
121.630825,31.307186,102516,3
121.630825,31.307186,102516,1
121.630825,31.307186,102516,6
121.630825,31.307186,102516,4
121.630825,31.307186,102516,5
121.73251,31.06133,103136,45
121.73251,31.06133,103136,44
121.73251,31.06133,103136,43
121.733141,31.062121,103136,35
121.733141,31.062121,103136,34
121.733141,31.062121,103136,33
121.462251,31.407921,109551,43
121.46236,31.40797,109551,33
121.263731,31.398071,118202,1
121.263731,31.398071,118202,2
121.263731,31.398071,118202,3
121.263731,31.398071,118202,4
121.263731,31.398071,118202,5
121.263731,31.398071,118202,6
121.418401,31.275731,110570,11
121.418401,31.275731,110570,12
120.976641,31.084511,117330,12
120.976641,31.084511,117330,13
120.976641,31.084511,117330,11
121.578995,31.326775,110884,11
121.578995,31.326775,110884,13
121.578995,31.326775,110884,12
121.346885,31.235364,115732,1
121.346885,31.235364,115732,3
121.346885,31.235364,115732,2
121.346885,31.235364,115732,5
121.346885,31.235364,115732,4
121.346885,31.235364,115732,6
121.232001,31.016211,100609,2
121.232001,31.016211,100609,3
121.232001,31.016211,100609,1
121.401151,31.397921,105316,13
121.401151,31.397921,105316,12
121.401151,31.397921,105316,11
121.301838,31.342093,105513,11
121.301838,31.342093,105513,12
121.301838,31.342093,105513,13
121.520011,31.246071,102900,11
121.516771,31.259811,99864,11
121.516771,31.259811,99864,13
121.516771,31.259811,99864,12
121.471061,31.236361,116180,33
121.063821,30.918631,108881,12
121.063821,30.918631,108881,13
121.063821,30.918631,108881,11
121.181966,31.123101,104909,11
121.181966,31.123101,104909,12
121.181966,31.123101,104909,13
121.514707,31.293411,108110,1
121.514707,31.293411,108110,2
121.514707,31.293411,108110,3
121.491142,31.117721,104613,11
121.491142,31.117721,104613,12
121.491142,31.117721,104613,13
121.412631,31.162071,116914,33
121.530501,30.865811,105902,12
121.530501,30.865811,105902,13
121.530501,30.865811,105902,11
121.369161,31.214181,107695,34
121.369161,31.214181,107695,33
121.387979,31.403149,109354,11
121.387979,31.403149,109354,13
121.387979,31.403149,109354,12
121.601921,31.654522,106423,13
121.601921,31.654522,106423,12
121.601921,31.654522,106423,11
121.514311,31.274819,116244,4
121.514311,31.274819,116244,5
121.514311,31.274819,116244,6
121.514311,31.274819,116244,1
121.514311,31.274819,116244,2
121.514311,31.274819,116244,3
121.569591,31.085612,98982,12
121.569591,31.085612,98982,13
121.569591,31.085612,98982,11
121.657889,31.025972,115243,12
121.657889,31.025972,115243,13
121.657889,31.025972,115243,11
,,102939,6
,,102939,5
,,102939,4
,,102939,3
,,102939,2
,,102939,1
121.396231,31.007671,108344,6
121.396231,31.007671,108344,4
121.396231,31.007671,108344,5
121.396231,31.007671,108344,2
121.396231,31.007671,108344,3
121.396231,31.007671,108344,1
121.500891,31.262011,99851,11
121.500891,31.262011,99851,13
121.500891,31.262011,99851,12
121.353741,30.810711,102092,11
121.353741,30.810711,102092,12
121.353741,30.810711,102092,13
121.353031,31.221631,107986,33
121.746601,31.042769,111150,13
121.746601,31.042769,111150,12
121.746601,31.042769,111150,11
121.501611,31.214181,99130,2
121.501611,31.214181,99130,3
121.501611,31.214181,99130,1
121.455371,31.236121,112091,33
121.455371,31.236121,112091,34
121.261701,31.236271,108401,33
121.641881,31.236231,106866,1
121.641881,31.236231,106866,3
121.641881,31.236231,106866,2
121.641881,31.236231,106866,5
121.641881,31.236231,106866,4
121.641881,31.236231,106866,6
121.439211,30.786221,114201,11
121.439211,30.786221,114201,13
121.439211,30.786221,114201,12
121.533211,31.227091,102636,34
121.533211,31.227091,102636,33
121.702841,31.040011,111206,13
121.702841,31.040011,111206,12
121.702841,31.040011,111206,11
121.611461,31.070121,115342,11
121.611461,31.070121,115342,12
121.611461,31.070121,115342,13
121.486991,31.209991,99097,3
121.486991,31.209991,99097,2
121.486991,31.209991,99097,1
121.256761,31.142121,105191,12
121.256761,31.142121,105191,13
121.256761,31.142121,105191,11
121.573161,31.280261,106507,12
121.573161,31.280261,106507,13
121.573161,31.280261,106507,11
121.518671,31.186721,107503,33
121.148912,30.866187,114286,13
121.148912,30.866187,114286,12
121.148912,30.866187,114286,11
121.258498,31.019137,100621,11
121.258498,31.019137,100621,13
121.258498,31.019137,100621,12
121.134773,30.953277,109138,11
121.134773,30.953277,109138,12
121.134773,30.953277,109138,13
121.344257,31.136462,108346,14
121.344257,31.136462,108346,15
121.344257,31.136462,108346,16
121.344257,31.136462,108346,11
121.344257,31.136462,108346,12
121.344257,31.136462,108346,13
121.159011,31.300081,113891,33
121.399011,31.179011,112876,33
121.107631,31.159171,101105,1
121.459063,31.222926,115975,6
121.459063,31.222926,115975,5
121.459063,31.222926,115975,4
121.459063,31.222926,115975,3
121.459063,31.222926,115975,2
121.459063,31.222926,115975,1
121.430041,31.154621,110102,13
121.430041,31.154621,110102,12
121.430041,31.154621,110102,11
121.430041,31.154621,110102,15
121.430041,31.154621,110102,14
121.449753,31.214388,99083,11
121.449753,31.214388,99083,13
121.449753,31.214388,99083,12
121.523271,31.226351,107247,43
121.523271,31.226351,107247,33
121.423911,31.351031,117757,33
121.362759,31.323764,101372,3
121.362759,31.323764,101372,2
121.362759,31.323764,101372,1
121.362759,31.323764,101372,6
121.362759,31.323764,101372,5
121.362759,31.323764,101372,4
121.318231,31.104841,104785,11
121.318231,31.104841,104785,13
121.318231,31.104841,104785,12
121.573001,31.281001,114847,33
121.319371,30.724351,101890,12
121.319371,30.724351,101890,13
121.319371,30.724351,101890,11
121.862711,30.986621,107460,12
121.862711,30.986621,107460,13
121.862711,30.986621,107460,11
121.159391,31.290181,113839,33
121.357031,31.180841,112469,33
121.357031,31.180841,112469,34
,,29225,139
,,29225,141
,,29225,140
121.255961,31.119891,110332,33
121.386872,31.172401,112397,5
121.386872,31.172401,112397,4
121.386872,31.172401,112397,6
121.386872,31.172401,112397,1
121.386872,31.172401,112397,3
121.386872,31.172401,112397,2
121.466391,31.235641,116155,33
121.423681,31.161121,99547,33
121.423681,31.161121,99547,36
121.423681,31.161121,99547,35
121.423681,31.161121,99547,34
121.706922,31.520287,118668,11
121.706922,31.520287,118668,13
121.706922,31.520287,118668,12
120.995051,30.960691,105139,12
120.995051,30.960691,105139,13
120.995051,30.960691,105139,11
121.669401,31.277501,106812,4
121.669401,31.277501,106812,5
121.669401,31.277501,106812,6
121.669401,31.277501,106812,1
121.669401,31.277501,106812,2
121.669401,31.277501,106812,3
121.589502,31.263721,106633,11
121.589502,31.263721,106633,12
121.589502,31.263721,106633,13
,,111548,2
,,111548,3
,,111548,1
,,111548,6
,,111548,4
,,111548,5
121.376174,31.458035,113467,13
121.376174,31.458035,113467,12
121.376174,31.458035,113467,11
121.225727,31.386591,101441,12
121.225727,31.386591,101441,13
121.225727,31.386591,101441,11
121.291351,30.753361,106198,33
121.088526,31.155881,117398,12
121.088526,31.155881,117398,13
121.088526,31.155881,117398,11
121.648651,31.007811,107474,13
121.648651,31.007811,107474,12
121.648651,31.007811,107474,11
121.493846,31.258738,99845,11
121.493846,31.258738,99845,12
121.493846,31.258738,99845,13
121.272001,31.180601,31316,129
121.272001,31.180601,31316,131
121.272001,31.180601,31316,130
121.741321,31.040991,111318,33
121.264571,30.965551,31064,139
121.264571,30.965551,31064,141
121.264571,30.965551,31064,140
121.536511,31.197501,114895,43
121.536511,31.197501,114895,34
121.536511,31.197501,114895,33
121.465481,31.299041,104060,2
121.465481,31.299041,104060,3
121.465481,31.299041,104060,1
121.372675,30.819495,114231,13
121.372675,30.819495,114231,12
121.372675,30.819495,114231,11
121.402101,31.252251,110436,33
121.285083,30.724051,106164,11
121.285083,30.724051,106164,12
121.285083,30.724051,106164,13
121.370898,31.144312,100470,11
121.370898,31.144312,100470,13
121.370898,31.144312,100470,12
121.454971,31.640901,102374,12
121.454971,31.640901,102374,13
121.454971,31.640901,102374,11
121.516091,31.247671,106726,33
121.608401,31.250231,102562,33
121.250101,31.033341,104804,1
121.250101,31.033341,104804,3
121.250101,31.033341,104804,2
121.250101,31.033341,104804,5
121.250101,31.033341,104804,4
121.250101,31.033341,104804,6
121.503698,31.299416,108107,2
121.503698,31.299416,108107,3
121.503698,31.299416,108107,1
121.503698,31.299416,108107,6
121.503698,31.299416,108107,4
121.503698,31.299416,108107,5
121.491161,31.387161,113502,34
121.491161,31.387161,113502,33
120.914028,31.039391,113262,11
120.914028,31.039391,113262,12
120.914028,31.039391,113262,13
121.660761,30.878641,101827,11
121.660761,30.878641,101827,12
121.660761,30.878641,101827,13
,,111388,3
,,111388,2
,,111388,1
,,111388,6
,,111388,5
,,111388,4
121.454653,31.315956,108049,1
121.454653,31.315956,108049,2
121.454653,31.315956,108049,3
121.316051,31.246441,117870,3
121.316051,31.246441,117870,2
121.316051,31.246441,117870,1
121.357951,31.225441,112046,33
121.832581,31.573481,102320,12
121.832581,31.573481,102320,13
121.832581,31.573481,102320,11
121.451541,31.234441,112058,33
121.495081,31.242111,113059,33
121.495081,31.242111,113059,43
121.461835,31.251346,108273,11
121.461835,31.251346,108273,12
121.523531,31.313668,104076,4
121.523531,31.313668,104076,5
121.523531,31.313668,104076,6
121.523531,31.313668,104076,1
121.523531,31.313668,104076,2
121.523531,31.313668,104076,3
121.383221,31.302741,109337,11
121.383221,31.302741,109337,13
121.383221,31.302741,109337,12
121.577719,31.203955,102497,1
121.577719,31.203955,102497,3
121.577719,31.203955,102497,2
121.577719,31.203955,102497,5
121.577719,31.203955,102497,4
121.577719,31.203955,102497,6
121.068951,31.259568,113236,11
121.068951,31.259568,113236,12
121.068951,31.259568,113236,13
121.210811,31.383681,31750,130
121.210811,31.383681,31750,131
121.210811,31.383681,31750,132
121.210811,31.383681,31750,133
121.210811,31.383681,31750,134
121.210811,31.383681,31750,129
121.532618,31.294704,99908,1
121.532618,31.294704,99908,2
121.532618,31.294704,99908,3
121.734571,30.895671,114108,33
121.491921,31.173241,110220,12
121.491921,31.173241,110220,11
121.391158,31.208637,103855,12
121.391158,31.208637,103855,13
121.391158,31.208637,103855,11
121.258201,31.408861,101415,12
121.258201,31.408861,101415,13
121.258201,31.408861,101415,11
121.108761,31.149789,100866,11
121.108761,31.149789,100866,13
121.108761,31.149789,100866,12
121.321053,31.168201,108380,6
121.321053,31.168201,108380,4
121.321053,31.168201,108380,5
121.321053,31.168201,108380,2
121.321053,31.168201,108380,3
121.321053,31.168201,108380,1
121.651079,31.264973,107501,43
121.648381,31.264341,107501,33
121.428471,31.250101,29930,33
121.464771,31.214991,103171,1
121.464771,31.214991,103171,3
121.464771,31.214991,103171,2
121.462391,31.217461,103171,5
121.462391,31.217461,103171,4
121.462391,31.217461,103171,6
121.616011,31.140481,102951,2
121.616011,31.140481,102951,3
121.616011,31.140481,102951,1
121.482226,30.927613,101638,11
121.482226,30.927613,101638,13
121.482226,30.927613,101638,12
121.374211,31.236821,115853,33
121.307711,31.153371,31214,161
121.350844,31.175123,100515,11
121.350844,31.175123,100515,13
121.350844,31.175123,100515,12
121.698018,31.183902,107095,13
121.698018,31.183902,107095,12
121.698018,31.183902,107095,11
121.386811,31.138187,108642,11
121.769652,31.078712,98971,11
121.769652,31.078712,98971,12
121.769652,31.078712,98971,13
121.440904,31.273761,104015,13
121.440904,31.273761,104015,12
121.440904,31.273761,104015,11
121.296971,31.194811,101097,33
121.296971,31.194811,101097,43
121.361371,31.209981,112072,33
121.496271,31.381761,113613,34
121.496271,31.381761,113613,33
121.434711,31.244021,99778,33
121.434711,31.244021,99778,34
121.434711,31.244021,99778,43
121.434711,31.244021,99778,44
121.449492,31.203127,99125,2
121.449492,31.203127,99125,3
121.449492,31.203127,99125,1
121.536511,31.197501,106737,33
121.600147,31.355254,102730,11
121.600147,31.355254,102730,12
121.600147,31.355254,102730,13
121.144348,31.370423,118039,12
121.144348,31.370423,118039,13
121.144348,31.370423,118039,11
121.356271,31.255361,113895,34
121.356271,31.255361,113895,33
121.562773,31.264313,98406,3
121.562773,31.264313,98406,2
121.562773,31.264313,98406,1
121.562773,31.264313,98406,6
121.562773,31.264313,98406,5
121.562773,31.264313,98406,4
121.360781,31.192071,111778,33
121.214571,31.075681,117055,11
121.214571,31.075681,117055,13
121.214571,31.075681,117055,12
121.533628,31.165387,102475,1
121.533628,31.165387,102475,3
121.533628,31.165387,102475,2
121.533628,31.165387,102475,5
121.533628,31.165387,102475,4
121.533628,31.165387,102475,6
121.324891,31.125151,117131,33
121.539372,31.669263,118574,12
121.539372,31.669263,118574,13
121.539372,31.669263,118574,11
121.572011,30.932001,114138,33
,,101324,5
,,101324,4
,,101324,6
,,101324,1
,,101324,3
,,101324,2
121.533061,31.071731,116689,33
121.414396,31.295034,108082,11
121.414396,31.295034,108082,13
121.414396,31.295034,108082,12
121.594351,31.190611,110991,33
121.594351,31.190611,110991,35
121.594351,31.190611,110991,34
121.406503,31.438171,109462,11
121.406503,31.438171,109462,12
121.406503,31.438171,109462,13
121.693312,31.181891,110770,33
121.457756,31.339906,105248,11
121.457756,31.339906,105248,12
121.457756,31.339906,105248,13
121.395433,31.667049,106315,12
121.395433,31.667049,106315,13
121.395433,31.667049,106315,11
121.454998,31.206708,99213,2
121.454998,31.206708,99213,3
121.454998,31.206708,99213,1
121.469518,31.046833,104575,13
121.469518,31.046833,104575,12
121.469518,31.046833,104575,11
121.396341,31.212251,111917,33
,,104248,5
,,104248,4
121.504316,31.278195,104248,2
121.505594,31.292511,104248,1
121.423618,31.327638,101339,12
121.423618,31.327638,101339,13
121.423618,31.327638,101339,11
121.375321,31.205251,103717,3
121.375321,31.205251,103717,2
121.375321,31.205251,103717,1
121.375321,31.205251,103717,6
121.375321,31.205251,103717,5
121.375321,31.205251,103717,4
121.356624,31.342646,109338,12
121.356624,31.342646,109338,13
121.356624,31.342646,109338,11
121.379598,31.262368,115729,12
121.379598,31.262368,115729,13
121.379598,31.262368,115729,11
121.514471,31.294971,104330,33
121.186177,31.244448,117406,13
121.186177,31.244448,117406,12
121.186177,31.244448,117406,11
121.397096,31.250091,103911,12
121.397096,31.250091,103911,13
121.397096,31.250091,103911,11
121.537081,31.323221,108185,11
121.537081,31.323221,108185,13
121.537081,31.323221,108185,12
121.352386,31.376793,105420,12
121.352386,31.376793,105420,13
121.352386,31.376793,105420,11
121.42481,31.30106,112208,33
121.368648,31.269295,99726,13
121.368648,31.269295,99726,12
121.368648,31.269295,99726,11
121.309021,30.739731,118479,33
121.309021,30.739731,118479,34
121.759449,31.051272,98846,1
121.759449,31.051272,98846,3
121.759449,31.051272,98846,2
121.759449,31.051272,98846,5
121.759449,31.051272,98846,4
121.759449,31.051272,98846,6
121.536221,31.219791,106742,33
121.450831,31.201951,116817,33
121.405943,31.144321,30469,12
121.405943,31.144321,30469,13
121.405943,31.144321,30469,11
121.523863,31.167296,106608,4
121.523863,31.167296,106608,5
121.523863,31.167296,106608,6
121.523863,31.167296,106608,1
121.523863,31.167296,106608,2
121.523863,31.167296,106608,3
121.478111,31.260961,104384,33
121.628774,31.096432,107295,11
121.628774,31.096432,107295,12
121.628774,31.096432,107295,13
121.180946,31.002804,117079,13
121.180946,31.002804,117079,12
121.180946,31.002804,117079,11
121.547299,31.190447,107204,33
121.520803,31.070332,108588,13
121.520803,31.070332,108588,12
121.520803,31.070332,108588,11
121.467821,31.247451,111878,6
121.467821,31.247451,111878,5
121.467821,31.247451,111878,4
121.456772,31.243266,111878,3
121.456772,31.243266,111878,2
121.456772,31.243266,111878,1
121.547299,31.190447,107204,34
121.431161,31.162002,116035,33
121.545411,31.253751,106587,1
121.503091,31.098781,108510,34
121.503091,31.098781,108510,33
121.436861,30.964758,101752,11
121.436861,30.964758,101752,12
121.436861,30.964758,101752,13
121.531571,31.185451,111441,12
121.531571,31.185451,111441,13
121.531571,31.185451,111441,11
121.494771,31.184471,106934,44
121.475081,31.225431,112893,33
121.475081,31.225431,112893,36
121.475081,31.225431,112893,35
121.475081,31.225431,112893,34
121.494771,31.184471,106934,43
121.454621,31.237801,107621,33
121.374449,31.199179,103735,11
121.374449,31.199179,103735,13
121.374449,31.199179,103735,12
31.194,121.453,116111,33
121.257061,31.112211,104749,11
121.257061,31.112211,104749,12
121.257061,31.112211,104749,13
121.172651,30.828181,102130,33
121.570816,31.269852,114840,33
121.271387,30.874561,114321,11
121.271387,30.874561,114321,12
121.271387,30.874561,114321,13
121.342723,30.850861,114240,6
121.342723,30.850861,114240,4
121.342723,30.850861,114240,5
121.501381,31.202411,106956,34
121.501381,31.202411,106956,35
121.501381,31.202411,106956,33
121.501381,31.202411,106956,44
121.501381,31.202411,106956,45
121.501381,31.202411,106956,43
121.316621,31.073501,100766,13
121.316621,31.073501,100766,12
121.316621,31.073501,100766,11
121.446431,31.215381,103673,33
121.537153,31.209524,111533,12
121.537153,31.209524,111533,13
121.537153,31.209524,111533,11
121.744854,31.025993,102944,13
121.744854,31.025993,102944,12
121.744854,31.025993,102944,11
121.453631,31.282501,104268,34
121.453631,31.282501,104268,33
121.748033,31.102782,107382,13
121.748033,31.102782,107382,12
121.748033,31.102782,107382,11
121.48087,31.20847,116146,33
121.743491,30.973271,110701,11
121.743491,30.973271,110701,12
121.743491,30.973271,110701,13
121.602208,30.930696,113949,11
121.602208,30.930696,113949,13
121.602208,30.930696,113949,12
121.405951,31.149187,112651,11
121.412991,30.973471,101733,13
121.412991,30.973471,101733,12
121.412991,30.973471,101733,11
121.397299,31.301178,101197,13
121.397299,31.301178,101197,12
121.397299,31.301178,101197,11
121.527266,31.302735,99971,12
121.527266,31.302735,99971,13
121.527266,31.302735,99971,11
,,105916,3
,,105916,2
,,105916,1
,,105916,6
,,105916,5
,,105916,4
121.155571,30.943029,117037,12
121.155571,30.943029,117037,13
121.155571,30.943029,117037,11
121.497071,31.101711,112567,34
121.497071,31.101711,112567,35
121.497071,31.101711,112567,33
121.415541,31.045541,116583,33
121.458461,31.144411,116006,33
121.475776,31.247799,104203,5
121.475776,31.247799,104203,4
121.475776,31.247799,104203,6
121.475776,31.247799,104203,1
121.475776,31.247799,104203,3
121.475776,31.247799,104203,2
121.102711,31.167111,117452,33
121.098121,30.989331,104897,2
121.098121,30.989331,104897,3
121.098121,30.989331,104897,1
120.909876,31.130201,117257,11
120.909876,31.130201,117257,12
120.909876,31.130201,117257,13
121.556301,31.275931,30451,161
121.584361,31.195012,102490,11
121.584361,31.195012,102490,13
121.584361,31.195012,102490,12
121.408481,31.254051,103911,4
121.408481,31.254051,103911,5
121.408481,31.254051,103911,6
121.397351,31.280111,103911,1
121.397351,31.280111,103911,2
121.397351,31.280111,103911,3
121.209307,31.332292,101539,11
121.209307,31.332292,101539,12
121.209307,31.332292,101539,13
121.775181,31.164741,98461,11
121.775181,31.164741,98461,13
121.775181,31.164741,98461,12
121.424831,31.226451,99593,1
121.424831,31.226451,99593,2
121.424831,31.226451,99593,3
121.481251,31.204991,103256,11
121.481251,31.204991,103256,12
121.481251,31.204991,103256,13
121.306481,31.748361,106341,12
121.306481,31.748361,106341,13
121.306481,31.748361,106341,11
121.453922,31.199146,99176,13
121.453922,31.199146,99176,12
121.453922,31.199146,99176,11
121.351647,31.391712,109436,11
121.351647,31.391712,109436,12
121.351647,31.391712,109436,13
121.438821,30.942011,101644,12
121.438821,30.942011,101644,13
121.438821,30.942011,101644,11
121.373141,31.082451,116718,33
121.357991,31.311531,101135,12
121.357991,31.311531,101135,13
121.357991,31.311531,101135,11
121.442711,31.146003,103235,11
121.442711,31.146003,103235,13
121.442711,31.146003,103235,12
121.302741,31.186391,113305,34
121.299381,31.187151,113305,33
121.296971,31.194811,113305,44
121.296971,31.194811,113305,43
121.425481,31.244748,107831,3
121.425481,31.244748,107831,2
121.425481,31.244748,107831,1
121.515371,31.233411,110145,33
121.530921,31.289811,110246,33
121.546551,31.218131,102874,33
121.280721,31.214609,104676,11
121.280721,31.214609,104676,13
121.280721,31.214609,104676,12
121.347421,30.772281,101948,11
121.347421,30.772281,101948,13
121.347421,30.772281,101948,12
121.242741,31.743493,102213,11
121.242741,31.743493,102213,12
121.242741,31.743493,102213,13
121.390911,31.096791,100423,12
121.390911,31.096791,100423,13
121.390911,31.096791,100423,11
121.552483,31.195876,115121,33
121.479291,31.237661,99119,2
121.479291,31.237661,99119,3
121.479291,31.237661,99119,1
121.479291,31.237661,99119,6
121.479291,31.237661,99119,4
121.479291,31.237661,99119,5
121.456431,31.293991,103995,4
121.456431,31.293991,103995,5
121.456431,31.293991,103995,2
121.456431,31.293991,103995,1
121.568286,31.352551,110897,12
121.568286,31.352551,110897,13
121.568286,31.352551,110897,11
121.344365,31.482174,113500,11
121.344365,31.482174,113500,13
121.344365,31.482174,113500,12
121.594351,31.190611,110971,35
121.594351,31.190611,110971,34
121.594351,31.190611,110971,33
121.038101,31.128831,100955,13
121.038101,31.128831,100955,12
121.038101,31.128831,100955,11
121.363931,31.013241,101334,11
121.363931,31.013241,101334,12
121.363931,31.013241,101334,13
121.220984,31.407155,101526,11
121.220984,31.407155,101526,12
121.220984,31.407155,101526,13
121.477691,31.229631,112720,33
121.772981,31.351361,32752,33
121.590539,31.101508,111109,11
121.590539,31.101508,111109,12
121.590539,31.101508,111109,13
121.028162,30.898323,118331,12
121.028162,30.898323,118331,13
121.028162,30.898323,118331,11
121.221082,30.943105,117063,13
121.221082,30.943105,117063,12
121.221082,30.943105,117063,11
121.447221,31.197271,30972,161
121.528867,31.190931,111396,12
121.527671,31.193447,111396,11
121.632101,31.107451,98978,1
121.632101,31.107451,98978,2
121.632101,31.107451,98978,3
121.527331,31.316171,108178,13
121.527331,31.316171,108178,12
121.527331,31.316171,108178,11
121.834641,30.940911,107467,11
121.834641,30.940911,107467,12
121.834641,30.940911,107467,13
121.396921,31.208581,99765,33
,,99765,53
121.396921,31.208581,99765,43
121.158259,31.442135,109619,11
121.158259,31.442135,109619,13
121.158259,31.442135,109619,12
121.398291,31.168032,112903,13
121.398291,31.168032,112903,12
121.398291,31.168032,112903,11
121.366953,31.276978,103831,13
121.366953,31.276978,103831,12
121.366953,31.276978,103831,11
121.351691,31.213621,111634,11
121.424647,31.031101,116526,11
121.424647,31.031101,116526,12
121.424647,31.031101,116526,13
121.092701,31.176341,31464,33
121.473241,31.205641,103540,33
121.299118,30.780963,114398,13
121.299118,30.780963,114398,12
121.299118,30.780963,114398,11
121.545411,31.253751,106587,2
121.558059,31.166087,102658,13
121.558059,31.166087,102658,12
121.558059,31.166087,102658,11
121.179861,31.177261,113182,13
121.179861,31.177261,113182,12
121.179861,31.177261,113182,11
121.636451,31.278641,102545,11
121.636451,31.278641,102545,12
121.636451,31.278641,102545,13
121.443821,31.300501,104322,33
121.430072,31.167324,99144,1
121.430072,31.167324,99144,2
121.387641,31.070232,104476,11
121.387641,31.070232,104476,13
121.387641,31.070232,104476,12
121.453085,31.222639,116136,33
121.568163,31.136573,98905,11
121.568163,31.136573,98905,13
121.568163,31.136573,98905,12
121.711547,30.962136,113965,11
121.711547,30.962136,113965,13
121.711547,30.962136,113965,12
121.477978,31.194817,112692,2
121.477978,31.194817,112692,1
121.388661,31.625371,118717,3
121.388661,31.625371,118717,2
121.388661,31.625371,118717,1
121.508871,31.302201,100043,33
121.40311,31.28754,117732,33
121.338472,31.070845,104829,12
121.338472,31.070845,104829,13
121.338472,31.070845,104829,11
121.409587,31.180476,103241,12
121.409587,31.180476,103241,13
121.409587,31.180476,103241,11
121.508608,30.853338,101852,11
121.508608,30.853338,101852,12
121.508608,30.853338,101852,13
121.206271,31.041351,31171,161
121.438821,30.942011,101644,2
121.438821,30.942011,101644,3
121.438821,30.942011,101644,1
121.438821,30.942011,101644,6
121.438821,30.942011,101644,4
121.438821,30.942011,101644,5
121.296513,31.198158,113241,1
121.296513,31.198158,113241,3
121.296513,31.198158,113241,2
121.296513,31.198158,113241,5
121.296513,31.198158,113241,4
121.296513,31.198158,113241,6
121.369989,31.186893,100495,3
121.369989,31.186893,100495,2
121.369989,31.186893,100495,1
121.798441,31.163571,111606,43
121.798441,31.163571,111606,44
121.793503,31.161501,111606,33
